tweet_id,message,historical_response,intent,expected_action,expected_reason,human_groundedness,human_correctness,human_relevance,human_helpfulness,human_tone
65714,Second TV attempted to be delivered and Second TV to do a vanishing act. Come on @115830 - we would like our TV now please. Something very fishy about all this...,"@131037 Thank you for reaching out today, Hayley. I'm sorry for the recurring issues. Is the status marked as delivered: https://t.co/aaDyEz1VgE? ^KB",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
204944,@AmazonHelp USPS in transit.... Sorry doesn't get me my items!!!!,"@164544 Thanks for letting us know, Edward! Let's contact the carrier together and find a resolution: https://t.co/hApLpMlfHN ^TG",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
152006,@115850  always enjoyed your service. But this time it’s been terrible waiting for a month and still expecting the order !!! #AmazonGiveaway #Amazon https://t.co/7JUdnITnli,"@150734 All the orders are shipped and mapped for the delivery based on the estimates provided during checkout. This also differs on various factors like your shipping address, &amp; the Fulfillment Centre its shipped from. Your order should be delivered as per the estimates. ^GD",delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
232349,@115850 Ordered on 26th September. Delivery is very slow. Some problem with the delivery team. Order # 407-2856354-3818761,"@171313 courier, address to which the order has to be delivered etc. Kindly wait until  the estimated date 2/n ^SH",delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
297379,"@AmazonHelp @115850 
If you could kindly make a note https://t.co/qXysA4JMH2","@186830 We will get back to you at the earliest and ensure the correct steps are taken, do keep us posted. ^CB",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
369185,@AmazonHelp Told me to wait till 20th but still unsoved?,@203470 I understand you're disappointed. Please respond to the email correspondence that was sent by the social media team for further assistance. Appreciate your understanding. ^NK,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
191541,@115850 courier did not pick up my call thru d day &amp; nw says unable to contact me. I cld him multpl times as he was non commital to.. 1/2 https://t.co/fBrGPaWhOX,@161022 Apologies. I’d like to assist you. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^NK,technical_issue,ESCALATE,Technical issues may require access to account or system context unavailable to the automated agent.,,,,,
98650,@AmazonHelp I've looked everywhere and checked with my neighbours and the parcel is not there. I would imagine someone has taken it as it was left in plain sight.,"@137591 Have you contacted us via the link ^SM provided? If so, what were you advised? Let us know! ^MW",delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
197651,None of my birthday packages that I ordered for myself came...not @115821 Prime and not @6614 ....I'm bummed AF and my Birthday is tomorrow,@162489 We'd like to help. What does the status of the order show here: https://t.co/Y5jpI9gRhE? Did we miss our mark? ^CO,product_or_service,AUTO,Clear product or service intent with sufficient historical evidence available for an automated reply.,,,,,
182978,@AmazonHelp yes i dropped all the details. it has been more than a week.,"@159037 If you shared the details, an email has already been sent with a reply. (1/2)^HR",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
126051,@AmazonHelp It says we'll email you when we have an estimated delivery date which isn't much help 😂,"@144286 I'm sorry for the trouble! The information provided in the confirmation e-mail is the most correct. When we have an update, we'll let you know through e-mail. ^LR",delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
314022,@AmazonHelp Dear forword my msg customer  team..now call me back...9773388355/7666616852,@123622 Sorry for the miscommunication. We informed you to request for call back in the mail so that we can get in touch with you.(1/2)^GU,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
145712,@AmazonHelp Sir u still want that I have to report it seperately it is u r fault n you have to report......wherever u want.....bt I want what I have ordered by yesterday as I have to attend an occasion n ordered for specific purpose....kindly solve the issue as early as possible,@149052 I get you haven't received the product yet. Kindly fill in your detail using the link provided earlier so that we can resolve the issue at the earliest. Twitter is a social media platform we do not have access to your account. ^MN,technical_issue,ESCALATE,Technical issues may require access to account or system context unavailable to the automated agent.,,,,,
320327,@AmazonHelp Nope. Yes and yes. Just this person seems not to want to do that and add work for themselves by returning to depot.,@192331 Apologies - if the carrier is Amazon Logistics we will attempt to redeliver the next day ^TD,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
412302,@AmazonHelp I've tried all of the above already. Still doesn't work.,@213376 We'd like to look into this some more with you. Please reach us by phone or chat via this link here: https://t.co/hApLpM3Ejd ^DW,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
317706,Hallo @115825 . Sind aktuell serverprobleme? Weder am smarttv noch am Handy funktioniert was? Heute morgen ok,"@191823 Hi, wir sind bereits dran das zu prüfen. Leider kann ich dir nicht sagen wie lange es dauern wird. Gruß ^AK",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
304440,@AmazonHelp Yes. They were listed differently yesterday.,@188701 Please use this link to contact in directly so we can look into this with you: https://t.co/EKXRLsnxJu ^GL,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
43268,"@AmazonHelp I have no way of verifying the size/color selected after adding to cart...during checkout, conf email, or ""Your Orders"" :/ https://t.co/aZd4UP92ol",@125587 Can you verify these things by checking the order details via the order: https://t.co/Y5jpI9gRhE? ^WJ,account_or_login,AUTO,Clear account or login intent with sufficient historical evidence available for an automated reply.,,,,,
287925,"@115850  , it doesn't feel like #prime, when replatedly the guaranteed delivery dates are missed. 😥",@184615 Extremely sorry! We've taken this as feedback and forwarded it to our team internally.  1/2 ^SB,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
297315,"@AmazonHelp Obviously, shared all details in link &amp; received a mail from an incompetent member of your SOCIAL MEDIA ESCALATION TEAM but no resolution",@186821 Please reply to the email that we've sent you and we'll further look into this for you. ^AM,technical_issue,ESCALATE,Technical issues may require access to account or system context unavailable to the automated agent.,,,,,
102997,"Signed up for a yoga class at work... This plus my Amazon Prime membership, has me feeling elite... 

Good Morning my Twitter neighbors","@138651 Yogatta be in the home ""stretch"" for the Elite status now! Let's meditate on that for a sec. ^FR",product_or_service,AUTO,Clear product or service intent with sufficient historical evidence available for an automated reply.,,,,,
268170,Hey @116618 I get 80Mbps how is this possible? https://t.co/G8xSeb7nyM,"@179939 Can you try restarting the device and letting us know if it helps? Also, are you experiencing these issues on other devices? ^TG",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
329191,"@AmazonHelp Are you out of your mind i had ordered the product on 10th of OCT17 n today is 15th of Nov,it's been 1 month where is your team? Should i wait for 3 months then your team will help?Stop making daam fool.","@194473 I understand the situation, we value your time. I see that our specialist team is working on it. Kindly respond to the email correspondence you’ve received from them. ^BA",delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
137114,@AmazonHelp how come my order has been delayed 3 TIMES in just a week? This has never happened to me before,@146920 Apologies for the delay. What is the current status on the tracking? https://t.co/Y5jpI9gRhE.^CN,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
98715,How come Prime items on @115830 now take 3-4 days for delivery? What happened to next or same day? Small person's advent calendar now late...,@137607 Hello! Due to high volumes during Black Friday and Cyber Monday there may be extended delivery estimates at checkout. You can read more about it here: https://t.co/F3JWcXRzuH ^JY,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
233783,"@AmazonHelp Hello, I just got an email from __email__ saying my account's email has been changed? What can I do here?",@171654 I'm sorry you're having problems with your account. Please contact us using the link:  https://t.co/jzvkhdlrK5 ^EM,account_or_login,ESCALATE,"Message contains account, payment, or security-sensitive keywords that require human verification.",,,,,
200202,Apparently it takes many days to send out a #StarWarsBattlefrontIIBETA code... GG @AmazonHelp @115821 missed out on the first day thanks :/,@163211 I'm sorry you haven't received the code. Can you please let us know when you placed your order? ^AC,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
147241,@AmazonHelp Me han enviado un email esta mañana diciendo que entregarían el paquete de 13:00 a 14:00 (entiendo que pueda haber un poco de retraso) pero son casi las 16:00 y aún no han venido y no es la primera vez que pasa esto y al final siempre vienen a las 20:30 h. o así...,"@149452 Gracias por la información. En este caso para obtener más detalles de la entrega, ¿ya has contactado con el transportista? En el siguiente enlace puedes ver las formas de contacto: https://t.co/UklCXxEm8y. ^MZ",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
425731,@115821 one of my gifts on my wedding registry said it's been delivered but it never showed and never had a tracking number. Help!,@216256 Oh no! We'd love to help sort this out for you! Reach us here via phone when you have a moment: https://t.co/hApLpMlfHN ^KN,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
231798,@115851 Issue everytime.I am stupid buy prime membership.no resolution to genuine problems.it maybe doesn't matter to you but lost a customer today.,@210807 here: https://t.co/GIJyeY99fq and we'll reach out to you. (2/2) ^HD,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
299627,@123813 cuándo estrenan la 3ra termporada de @181310?,"@187420 Hola Florentino, puedes mantenerte atento al sitio web. Cualquier novedad será anunciada directamente en nuestra página. ^LG",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
318397,@115850 paid for 1 day delivery.I was getting it for 7500 from hp but 4-6 days delivery. I was in a hurry so ordered here. Lost money 😔😔😔 https://t.co/BYlyDM6CeH,@191719 -we consider it personal information. Our Twitter page is visible to public.(3/3)^GU,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
275831,アマゾンで買ったフラフープ届いたよ https://t.co/ufpSuG1lBP,@181891 ご利用ありがとうございます。沢山回してくださいませ！( *• ̀ω•́ )b ｸﾞｯ☆ ET,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
129655,@AmazonHelp referring to #AppOnePlusLevel where i can find OnePlus 5t contest winner,@145227 We haven't announced any updates regarding this. Kindly stay tuned to our website. ^KH,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
317896,"@117795 totally disappointed, requested several times for punjabi movies but no action yet. @116618 @AmazonHelp",@161904 Regional content is an integral part of our content in India. Please stay tuned as we expand our content selection. ^EM,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
179188,@AmazonHelp What is the best way to do that for game preorder codes? I’m in the UK. Thanks for reaching out,@158243 click here:  https://t.co/JzP7hlA23B we'll help :) ^AS,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
377218,"Going on a trip to Yelagiri, Nov 1-5; Nov 1st is my birthday. Wishing @115850 can do some magic to deliver it a little swifter. https://t.co/lThaAcSCRf","@205513 the delivery will happen later than that. Meanwhile, we'd suggest you prepare few humorous, troublesome questions for Alexa. 😀 ^RD",delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
347503,@AmazonHelp I have provided my contact # in the form. Please contact me at the earliest. If possible wanna speak to high level manager on escalation,"@194887 I just checked and we've received your details, please allow us some time and we'll reach out. ^KA",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
348746,@115821 @118919 @115850 got the invite ; planning to guy the bot; quick question- I already have prime membership; will it extend,@199016 Your prime subscription would be extended by one year on purchase of Echo. ^GK,product_or_service,AUTO,Clear product or service intent with sufficient historical evidence available for an automated reply.,,,,,
32338,@AmazonHelp @115830 received an email from u saying youve upgraded my cod:ww2 order to the zombie version which is v nice of you but why?,@123163 I'm afraid we don't have access to account details. Pls reach out here so we can check this https://t.co/JzP7hlA23B ^KM,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
132495,@115850 No deals. No nothing for India. Totally not worth it.,"@145894 That's quite a remark, Chirag! I'm sorry that the offers available aren't as you've expected.  I'll certainly pass on your feedback to the relevant team internally. Please be assured it would be worked upon. ^EM",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
333987,@195586 @115850 @AmazonHelp We didn't even received d order n u update d status as delivered !!! Where is d product. Is this ur #Prime service ??,@201847 using the link: https://t.co/TdDksLo6Mf and it'll be sorted. [2/2] ^SK,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
21514,@AmazonHelp Yes I've filled details but still haven't received any call. And I Yesterday I called to customer care and they kept me waiting for 30 mints,@120700 Apologies for the hassle. I see that our team sent you a correspondence to your registered email ID. Kindly check 1/2 ^RS,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
354449,@115821 @118919 @115851 please make the sense out of this chat and plz confirm this is official stand? https://t.co/ORZWdPWTim,@200259 We'd like to take a closer look at this and assist you. ^NR 1/2,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
173535,"Hey @115821, if a product is listed as Prime and ""will ship today"" but won't arrive until the middle of next week at the earliest, that's not ""Free Two Day Shipping.""  I don't care if its the holidays, if you're advertising one thing but delivering another, that's not alright.","@156628 Prime shipping refers to the transit time after the item has shipped, not always two days from when the order is placed, and this may not include weekends. Once the item ships, it should arrive within two business days of when it is shipped out.  ^GR",product_or_service,AUTO,Clear product or service intent with sufficient historical evidence available for an automated reply.,,,,,
215980,@AmazonHelp I placed it on .com and used a different address (US instead of Canada because I'll be there for thanksgiving) same credit card as my .ca though. the email was from account alert.,"@167357 Thank you for confirming, Shayan! Have you responded to the e-mail from our Account Specialists? That would be the fastest route to resolving this situation for you. ^AZ",account_or_login,ESCALATE,"Message contains account, payment, or security-sensitive keywords that require human verification.",,,,,
145771,"@AmazonHelp Understood.  Thanks for your answer.

How long does the Trial last for?",@149064 The Prime trial is 30 days.^PK,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
38204,@123813 ¿Cuándo va a salir la app para Xbox One?,"@124297 Hola, de momento no tenemos esa información, nuestras novedades son anunciadas en nuestro sitio web, sugiero visitarlo.^AZ",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
126352,@AmazonHelp Well I guess you guys are professional in bluffing. I am done with Amazon. I am not going to use it now. #OnePlus5T #AmazonPrime And I think I am done with @132995 as well. https://t.co/84hVQAiHx1,"@144362 Apologies for the trouble with the delivery, we never intend to disappoint you. We'd like to sort this for you; please share your details here: https://t.co/GIJyeYqKE0. As soon as we receive them, we'll check and reach out to you with an update. ^VN",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
394530,When your amazon package says that it's delivered but it's nowhere to be found 🤔🤔🤔🤔😐,@209471 Uh oh! Sometimes packages are left out of sight. Have you checked the areas and information here: https://t.co/uflLFMRSDp ^AJ,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
416695,@115850 I have ordered a kurta hasn't delivered yet.  Order# 406-3697494-1339549 https://t.co/EXyH0USOkp,"@214410 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to the public. ^AK 2/2",delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
278868,@AmazonHelp hey I returned two books because I accidentally ordered but your system thinks it was your fault &amp; so isn’t issuing me a refund,"@182504 When you say you returned, do you mean you cancelled the order? ^MC",payment_or_refund,ESCALATE,"Message contains account, payment, or security-sensitive keywords that require human verification.",,,,,
384455,"@AmazonHelp @115851 after replying twice, I am receiving automatic messages now. Great. You guys are adding up my woes. https://t.co/P4CpYmFmmE",@207033 I checked and we've received your revert. We will reach out to you shortly. Request your patience in the meantime. ^GK,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
324239,@AmazonHelp And yes already dropped in an email through Amazon app.. still no reply.,"@193238 Our team replies within 6 hours, Vineet. Has this time frame passed? ^HD",account_or_login,AUTO,Clear account or login intent with sufficient historical evidence available for an automated reply.,,,,,
173475,@116875 quiero hacer una compra y ningún producto está disponible para entrega en CDMX :(,"@156611 ¡Hola, Valery! ¿Nos podrias indicar en cual de nuestros sitios web estas haciendo la compra? ^DS",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
126858,@AmazonHelp I just did it again let's see if you are able to solve it this time,@144476 Thanks for submitting the details. We've received your details and we'll reach out to you soon. ^GK,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
309487,"Preciso muito que a @117086 libere uma promoção deverás supimpa do Kindle Paperwhite nos próximos meses
Nunca te pedi nada &lt;3",@189919 Sempre temos promoções inigualáveis aqui na Amazon Lolo.Fica de olho nas nossas redes sociais e no nosso site para novidades ^JJ,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
248685,@AmazonHelp it’s been hours and I still haven’t received my call from a “specialist” please help.,@175078 We're here to help! Have you received any e-mails from our account specialists? Be sure to check spam/junk folders. ^JE,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
210450,@AmazonHelp Can you please tell me why same product is tagged with 3 different prices at 3 different times..,"@165812 Amazon.in being a marketplace, it allows various sellers to sell products at competitive prices. 1/2 ^EM",product_or_service,AUTO,Clear product or service intent with sufficient historical evidence available for an automated reply.,,,,,
386164,"Amazon、5日に配達予定がまだ来ないよ・・・
発売日、忙しいからAmazon利用したのに、まだ来ないよ・・・",@207426 お届け予定日を過ぎても未着の場合、状況をお調べしますのでURLよりお問い合わせください。Amazonが発送する場合：https://t.co/J6YEizo6qC 出品者が発送する場合：https://t.co/ZXCXcbN3Tv EK,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
395431,@AmazonHelp is there a problem setting up an Amazon Prime account tonight?,@209594 Thanks for reaching out to us! Could you please tell us a bit more about the issue you are having? We're here to help! ^KN,account_or_login,ESCALATE,"Message contains account, payment, or security-sensitive keywords that require human verification.",,,,,
301049,"@AmazonHelp AMZCA with a track # TBC008655756009 

Help has been frustrating to come by. This driver had very specific instructions, ignored them 2X",@187800 We'd like to look into this further with you. Please provide some additional details here: https://t.co/Iil6LN58mc ^TK,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
233104,"#Amazon_fraud It's total fraud with me by Amazon. I ordered Redmi 4 (64GB) on Oct 04, but I ws totally shocked when opned &amp; found a low end Chinese phone. lesson.@115850 @118341 @41607 @1560",@171390 Sorry about that! Kindly connect with us here: https://t.co/vlvfJr4nN9 and we'll look into this for you. ^PB,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
86153,"@AmazonHelp Ich kenne diesen Feedback-Button &amp; er bringt nichts. Wozu braucht ihr Feedback zu eurer Kartonauswahl, wenn ich mit dem von euch ausgewählten Zustelldienst unzufrieden bin? Ich möchte wieder über DHL beliefert werden. Mehr nicht.","@134805 Der Link führt direkt zum Kundenservice. So haben wir die Möglichkeit uns mit dem Dienstleister in Verbindung zu setzen und ggf. eine Beschwerde in die Wege zu leiten. Es ist natürlich auch in unserem Interesse, dass Lieferungen unversehrt bei dir ankommen. Gruß ^TA",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
144128,"@AmazonHelp Perdi a sua promoção da Brumas de Avalon :( se eu comprar, o estoque demora pra voltar? Pq o preço tá chuchu beleza ❤️","@148584 Oi, todos os detalhes e novidades serão anunciados no site. Se você fizer o pedido, você receberá um e-mail com a data prevista de entrega assim que estiver disponível 😊. ^LG",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
83488,@AmazonHelp amazon.de,"@134343 Here you have all benefits listed for Amazon Prime on amazon.de: 

https://t.co/9UFB0KAA7D

We would be delighted to welcome you as a Prime Member. :) ^AM",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
138168,@AmazonHelp Then please tell me when I will be getting a partial refund for my prime membership. As I paid for next day delivery no matter what time of year???,@147123 I'm sorry for the inconvenience Danny. You can cancel your Prime membership and check if you are eligible for a partial refund here: https://t.co/xpAYpCSBKP.^MA,delivery_or_order,ESCALATE,"Message contains account, payment, or security-sensitive keywords that require human verification.",,,,,
336146,@AmazonHelp no I don't. I called them,@196048 What item was the code for? ^DO,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
277109,@AmazonHelp I don’t think so but I never check those emails and it still says on the item order by this time to receive in two days.,@182214 Is your default address on the product page different from your current shipping address? Tips: https://t.co/6bEsa6wzBS ^BH,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
270615,@AmazonHelp I've researched how to reset the remote via youtube &amp; nothing has worked. I just got the firestick in Aug; is it time for new batteries?,@180539 We'd be happy to assist. Let's try some of these troubleshooting steps here: https://t.co/0lYViknJIt ^GG,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
142958,"Feel good having done most of my shopping early, but if Rafael van der Vaart is going cheap on Amazon at 10.30 tonight I'll be on it like Sonic.",@148272 Getting the Christmas shopping done early 😁 I like it!!👌^CN,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
337412,So @115821 delivered my stuff today. It has been on my doorstep since 12:49. Anyone could take it. What an absolute joke. https://t.co/qAmS0nlFHy,@196515 I'm sorry your delivery was left out. Who is the carrier? You can leave feedback with them for future deliveries. ^AM,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
281364,Ordered Echo Dot. Asked another invite for Echo :P. Can't wait till Nov. Bring it fast please @115850 :),"@183037 for all Amazon customers, but I hope you get the chance to try out our device! (3/3) ^VM",product_or_service,AUTO,Clear product or service intent with sufficient historical evidence available for an automated reply.,,,,,
226665,"Por favor @116928 dejad de enviar con @137605, cuando no llega tarde siendo prime llega ""atropellado"" https://t.co/Lg0Exf9wWG",@170109 Sentimos lo sucedido. ¿Los productos presentan daños? ^JD,product_or_service,AUTO,Clear product or service intent with sufficient historical evidence available for an automated reply.,,,,,
389651,@AmazonHelp Sii*-* es uno de mis favoritos😍,@208235 ¡Espero que disfrutes mucho del videojuego! ¿Nos invitarías a una partida? :3 ^CR,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
281183,"@AmazonHelp Indeed,I have received and mail 
And they refuse to refund my money, even though I have proof of acknowledgement that I returned the product",@176641 Sorry for the hassle. Please revert to the email you've received from us and we'll check this for you. ^HN,payment_or_refund,ESCALATE,"Message contains account, payment, or security-sensitive keywords that require human verification.",,,,,
215184,@AmazonHelp Yes in the app I submitted all issue..that time answered me that resolve or reply with in 3 days.,@167125 Could you please tell us if you've reported this issue to our support team using the link provided earlier? ^NR,technical_issue,ESCALATE,Technical issues may require access to account or system context unavailable to the automated agent.,,,,,
183664,"#AmazonIndia 
Paid 100 extra for 1 day delivery
Got a call it was missed delivery
Non sense
Nobody contacted me",@159189 I'm sorry for the inconvenience in delivering this order. Call us here: https://t.co/vlvfJr4nN9 &amp; we'll get this sorted. ^MJ,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
129240,@AmazonHelp had 23 things in my cart over the course of 2 months and it’s all gone....,@145100 I'm sorry for any inconvenience! We'd like to look into this with you here: https://t.co/hApLpMlfHN. ^EZ,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
83397,@AmazonHelp Yes that is why I am reaching out to you,"@134323 In this case, it would be best for us to take another look at your orders to see what happened. When you have a moment, please call or chat with us here: https://t.co/hApLpMlfHN ^VF",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
254018,@AmazonHelp « En transit »,"@176381 Pourriez-vous nous indiquer le nom du transporteur ayant pris en charge votre livraison je vous prie ? 
^KE",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
246952,@AmazonHelp this was filled yesterday as well..tell me bere what details do u required,"@174664 If you've dropped in your details using the link provided by ^NR, then we must've already got back to you on this 1/2 ^AB",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
60237,"@AmazonHelp Cast to the firestick.
So can you tell me how im suppose to watch content on the tv?",@129772 When you attempt to play Amazon Video on your Fire Stick what happens? Are you getting an error message? ^VS,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
343000,@AmazonHelp NOT MY DOOR MAT. NOT MY HOUSE. Where’s my package?!?! https://t.co/swuEHBYMXH,@125690 I'm sorry for any inconvenience! Please provide your details here: https://t.co/hFRI71RDmY and a member from my team will escalate the order to Amazon Logistics for review. Thanks in advance. ^EZ,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
27892,"@AmazonHelp ご丁寧にありがとうございます。
Amazonプライムを楽しむことにしましたのでよろしくお願い致します😊",@121887 とんでもないことでございます。意図しない形でのご登録となったところ誠に恐縮ですが、ぜひご活用いただければと存じます。https://t.co/qjaFIyMkEk TN,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
380739,"kann mir @amazonhelp verraten, warum turtles all the way down erst am 19.10. ausgeliefert wird? 😳",@206310 Leider kann ich dir das ohne Einblick in deine Bestellung nicht sagen. Meld dich daher bitte: https://t.co/ZcZBuuUOgX ^TG,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
69838,"@AmazonHelp Hi there, still no response from anyone!","@131814 Sorry to hear that, Julianne. Can I ask if you emailed us, or reached out by phone or Live Chat?^TI",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
93534,@AmazonHelp I would not like to reach you by phone. I have called 5-6 times in the last month and the CSR just reads from a script and blames the carrier.,"@136273 Could you please fill out some details here: https://t.co/R55eEQwSEs so that we can investigate this further for you, Eric?^PJ",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
294742,Obrigada @117086 https://t.co/W1bPpMcw8P,@186210 Massa 🤗 Tomara que curta muito da leitura! Um abraço. ^LG,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
96767,@137120 really @115821? No box to put this in? Glad I get to see what my husband and daughter got me for Christmas. #surpriseruined https://t.co/UZneezyvN2,"@137119 I can certainly understand your disappointment, Natasha! This sounds like our Frustration-Free Packaging: https://t.co/zliBCZ4oaP. ^SD",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
351506,@199613 @AmazonHelp my shipment 60225594586 stuck at mohali from last two days. fake status update by bluedart. harrassing customers.dont want to deliver my parcel in my aread....very very big harassment...,"@199614 We're sorry to know about the delivery issues, Pankaj. Did you happen to report this to us, here: https://t.co/vlvfJr4nN9? Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP",delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
317261,"@AmazonHelp No haven’t received any emails, that’s the second time you have asked me that",@191712 Please use the following link so we can look further into this with you: https://t.co/aPsjE2eHpc ^DO,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
