tweet_id,message,true_intent,predicted_intent,intent_match,true_action,predicted_action,action_match,confidence,triggered,reply,n_evidence
369185,@AmazonHelp Told me to wait till 20th but still unsoved?,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@203470 I understand you're disappointed. Please respond to the email correspondence that was sent by the social media team for further assistance. Appreciate your understanding. ^NK,3
191541,@115850 courier did not pick up my call thru d day &amp; nw says unable to contact me. I cld him multpl times as he was non commital to.. 1/2 https://t.co/fBrGPaWhOX,technical_issue,technical_issue,1,ESCALATE,ESCALATE,1,1.0,unable,@161022 Apologies. I’d like to assist you. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^NK,3
98650,@AmazonHelp I've looked everywhere and checked with my neighbours and the parcel is not there. I would imagine someone has taken it as it was left in plain sight.,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,parcel,"@137591 Have you contacted us via the link ^SM provided? If so, what were you advised? Let us know! ^MW",3
197651,None of my birthday packages that I ordered for myself came...not @115821 Prime and not @6614 ....I'm bummed AF and my Birthday is tomorrow,product_or_service,product_or_service,1,AUTO,AUTO,1,1.0,prime,@162489 We'd like to help. What does the status of the order show here: https://t.co/Y5jpI9gRhE? Did we miss our mark? ^CO,3
182978,@AmazonHelp yes i dropped all the details. it has been more than a week.,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@159037 Kindly check it from the link shared here: https://t.co/NTkrxpsbHJ (2/2)^HR,3
126051,@AmazonHelp It says we'll email you when we have an estimated delivery date which isn't much help 😂,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.667,delivery|estimated,"@144286 I'm sorry for the trouble! The information provided in the confirmation e-mail is the most correct. When we have an update, we'll let you know through e-mail. ^LR",3
314022,@AmazonHelp Dear forword my msg customer  team..now call me back...9773388355/7666616852,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@123622 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SP",3
145712,@AmazonHelp Sir u still want that I have to report it seperately it is u r fault n you have to report......wherever u want.....bt I want what I have ordered by yesterday as I have to attend an occasion n ordered for specific purpose....kindly solve the issue as early as possible,technical_issue,technical_issue,1,ESCALATE,ESCALATE,1,1.0,issue,@149052 I get you haven't received the product yet. Kindly fill in your detail using the link provided earlier so that we can resolve the issue at the earliest. Twitter is a social media platform we do not have access to your account. ^MN,3
320327,@AmazonHelp Nope. Yes and yes. Just this person seems not to want to do that and add work for themselves by returning to depot.,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@192331 Apologies - if the carrier is Amazon Logistics we will attempt to redeliver the next day ^TD,3
412302,@AmazonHelp I've tried all of the above already. Still doesn't work.,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@213376 We'd like to look into this some more with you. Please reach us by phone or chat via this link here: https://t.co/hApLpM3Ejd ^DW,3
317706,Hallo @115825 . Sind aktuell serverprobleme? Weder am smarttv noch am Handy funktioniert was? Heute morgen ok,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@191823 Hi, wir sind bereits dran das zu prüfen. Leider kann ich dir nicht sagen wie lange es dauern wird. Gruß ^AK",3
304440,@AmazonHelp Yes. They were listed differently yesterday.,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@188701 Please use this link to contact in directly so we can look into this with you: https://t.co/EKXRLsnxJu ^GL,3
43268,"@AmazonHelp I have no way of verifying the size/color selected after adding to cart...during checkout, conf email, or ""Your Orders"" :/ https://t.co/aZd4UP92ol",account_or_login,account_or_login,1,AUTO,AUTO,1,1.0,email,@125587 Can you verify these things by checking the order details via the order: https://t.co/Y5jpI9gRhE? ^WJ,3
287925,"@115850  , it doesn't feel like #prime, when replatedly the guaranteed delivery dates are missed. 😥",delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.5,delivery,"@184615 However, for further assistance do reach out to our support team in the link shared earlier. 2/2 ^SB",3
297315,"@AmazonHelp Obviously, shared all details in link &amp; received a mail from an incompetent member of your SOCIAL MEDIA ESCALATION TEAM but no resolution",technical_issue,delivery_or_order,0,ESCALATE,AUTO,0,0.5,received,@186821 Please reply to the email that we've sent you and we'll further look into this for you. ^AM,3
102997,"Signed up for a yoga class at work... This plus my Amazon Prime membership, has me feeling elite... 

Good Morning my Twitter neighbors",product_or_service,product_or_service,1,AUTO,AUTO,1,1.0,prime,"@138651 Yogatta be in the home ""stretch"" for the Elite status now! Let's meditate on that for a sec. ^FR",3
268170,Hey @116618 I get 80Mbps how is this possible? https://t.co/G8xSeb7nyM,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@179939 Can you try restarting the device and letting us know if it helps? Also, are you experiencing these issues on other devices? ^TG",3
329191,"@AmazonHelp Are you out of your mind i had ordered the product on 10th of OCT17 n today is 15th of Nov,it's been 1 month where is your team? Should i wait for 3 months then your team will help?Stop making daam fool.",delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.5,where,"@194473 I understand the situation, we value your time. I see that our specialist team is working on it. Kindly respond to the email correspondence you’ve received from them. ^BA",3
137114,@AmazonHelp how come my order has been delayed 3 TIMES in just a week? This has never happened to me before,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,delayed|order,@146920 Apologies for the delay. What is the current status on the tracking? https://t.co/Y5jpI9gRhE.^CN,3
98715,How come Prime items on @115830 now take 3-4 days for delivery? What happened to next or same day? Small person's advent calendar now late...,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.667,delivery|late,@137607 Hello! Due to high volumes during Black Friday and Cyber Monday there may be extended delivery estimates at checkout. You can read more about it here: https://t.co/F3JWcXRzuH ^JY,3
233783,"@AmazonHelp Hello, I just got an email from __email__ saying my account's email has been changed? What can I do here?",account_or_login,account_or_login,1,ESCALATE,ESCALATE,1,1.0,account|email,@171654 I'm sorry you're having problems with your account. Please contact us using the link:  https://t.co/jzvkhdlrK5 ^EM,3
200202,Apparently it takes many days to send out a #StarWarsBattlefrontIIBETA code... GG @AmazonHelp @115821 missed out on the first day thanks :/,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@163211 I'm sorry you haven't received the code. Can you please let us know when you placed your order? ^AC,3
147241,@AmazonHelp Me han enviado un email esta mañana diciendo que entregarían el paquete de 13:00 a 14:00 (entiendo que pueda haber un poco de retraso) pero son casi las 16:00 y aún no han venido y no es la primera vez que pasa esto y al final siempre vienen a las 20:30 h. o así...,other_or_unclear,account_or_login,0,ESCALATE,AUTO,0,1.0,email,"@149452 Gracias por la información. En este caso para obtener más detalles de la entrega, ¿ya has contactado con el transportista? En el siguiente enlace puedes ver las formas de contacto: https://t.co/UklCXxEm8y. ^MZ",3
425731,@115821 one of my gifts on my wedding registry said it's been delivered but it never showed and never had a tracking number. Help!,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,tracking,@216256 Oh no! We'd love to help sort this out for you! Reach us here via phone when you have a moment: https://t.co/hApLpMlfHN ^KN,3
231798,@115851 Issue everytime.I am stupid buy prime membership.no resolution to genuine problems.it maybe doesn't matter to you but lost a customer today.,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.333,lost,@210807 here: https://t.co/GIJyeY99fq and we'll reach out to you. (2/2) ^HD,3
299627,@123813 cuándo estrenan la 3ra termporada de @181310?,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@187420 Hola Florentino, puedes mantenerte atento al sitio web. Cualquier novedad será anunciada directamente en nuestra página. ^LG",3
318397,@115850 paid for 1 day delivery.I was getting it for 7500 from hp but 4-6 days delivery. I was in a hurry so ordered here. Lost money 😔😔😔 https://t.co/BYlyDM6CeH,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.667,delivery|lost,@191719 -we consider it personal information. Our Twitter page is visible to public.(3/3)^GU,3
275831,アマゾンで買ったフラフープ届いたよ https://t.co/ufpSuG1lBP,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@181891 ご利用ありがとうございます。沢山回してくださいませ！( *• ̀ω•́ )b ｸﾞｯ☆ ET,3
129655,@AmazonHelp referring to #AppOnePlusLevel where i can find OnePlus 5t contest winner,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,where,@145227 We haven't announced any updates regarding this. Kindly stay tuned to our website. ^KH,3
317896,"@117795 totally disappointed, requested several times for punjabi movies but no action yet. @116618 @AmazonHelp",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@161904 Regional content is an integral part of our content in India. Please stay tuned as we expand our content selection. ^EM,3
179188,@AmazonHelp What is the best way to do that for game preorder codes? I’m in the UK. Thanks for reaching out,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@158243 click here:  https://t.co/JzP7hlA23B we'll help :) ^AS,3
377218,"Going on a trip to Yelagiri, Nov 1-5; Nov 1st is my birthday. Wishing @115850 can do some magic to deliver it a little swifter. https://t.co/lThaAcSCRf",delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,deliver,"@205513 the delivery will happen later than that. Meanwhile, we'd suggest you prepare few humorous, troublesome questions for Alexa. 😀 ^RD",3
347503,@AmazonHelp I have provided my contact # in the form. Please contact me at the earliest. If possible wanna speak to high level manager on escalation,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@194887 I just checked and we've received your details, please allow us some time and we'll reach out. ^KA",3
348746,@115821 @118919 @115850 got the invite ; planning to guy the bot; quick question- I already have prime membership; will it extend,product_or_service,product_or_service,1,AUTO,AUTO,1,1.0,prime,@199016 Your prime subscription would be extended by one year on purchase of Echo. ^GK,3
32338,@AmazonHelp @115830 received an email from u saying youve upgraded my cod:ww2 order to the zombie version which is v nice of you but why?,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.667,order|received,@123163 I'm afraid we don't have access to account details. Pls reach out here so we can check this https://t.co/JzP7hlA23B ^KM,3
132495,@115850 No deals. No nothing for India. Totally not worth it.,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@145894 That's quite a remark, Chirag! I'm sorry that the offers available aren't as you've expected.  I'll certainly pass on your feedback to the relevant team internally. Please be assured it would be worked upon. ^EM",3
333987,@195586 @115850 @AmazonHelp We didn't even received d order n u update d status as delivered !!! Where is d product. Is this ur #Prime service ??,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.667,order|received|status|where,@201847 using the link: https://t.co/TdDksLo6Mf and it'll be sorted. [2/2] ^SK,3
21514,@AmazonHelp Yes I've filled details but still haven't received any call. And I Yesterday I called to customer care and they kept me waiting for 30 mints,other_or_unclear,delivery_or_order,0,ESCALATE,AUTO,0,1.0,received,"@120700 it here: https://t.co/8DAc10S7ww. Reply to the email from us &amp; request for call, so we could connect with you via phone. 2/2 ^RS",3
354449,@115821 @118919 @115851 please make the sense out of this chat and plz confirm this is official stand? https://t.co/ORZWdPWTim,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@200259 Kindly fill in your details here: https://t.co/GIJyeYqKE0, and I'll look into it. ^NR 2/2",3
173535,"Hey @115821, if a product is listed as Prime and ""will ship today"" but won't arrive until the middle of next week at the earliest, that's not ""Free Two Day Shipping.""  I don't care if its the holidays, if you're advertising one thing but delivering another, that's not alright.",product_or_service,product_or_service,1,AUTO,AUTO,1,0.667,prime|product,"@156628 Prime shipping refers to the transit time after the item has shipped, not always two days from when the order is placed, and this may not include weekends. Once the item ships, it should arrive within two business days of when it is shipped out.  ^GR",3
215980,@AmazonHelp I placed it on .com and used a different address (US instead of Canada because I'll be there for thanksgiving) same credit card as my .ca though. the email was from account alert.,account_or_login,account_or_login,1,ESCALATE,ESCALATE,1,0.5,account|email,"@167357 Thank you for confirming, Shayan! Have you responded to the e-mail from our Account Specialists? That would be the fastest route to resolving this situation for you. ^AZ",3
145771,"@AmazonHelp Understood.  Thanks for your answer.

How long does the Trial last for?",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@149064 The Prime trial is 30 days.^PK,3
38204,@123813 ¿Cuándo va a salir la app para Xbox One?,other_or_unclear,technical_issue,0,ESCALATE,ESCALATE,1,1.0,app,"@124297 Hola, de momento no tenemos esa información, nuestras novedades son anunciadas en nuestro sitio web, sugiero visitarlo.^AZ",3
126352,@AmazonHelp Well I guess you guys are professional in bluffing. I am done with Amazon. I am not going to use it now. #OnePlus5T #AmazonPrime And I think I am done with @132995 as well. https://t.co/84hVQAiHx1,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@144362 Apologies for the trouble with the delivery, we never intend to disappoint you. We'd like to sort this for you; please share your details here: https://t.co/GIJyeYqKE0. As soon as we receive them, we'll check and reach out to you with an update. ^VN",3
394530,When your amazon package says that it's delivered but it's nowhere to be found 🤔🤔🤔🤔😐,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,package,@209471 Uh oh! Sometimes packages are left out of sight. Have you checked the areas and information here: https://t.co/uflLFMRSDp ^AJ,3
416695,@115850 I have ordered a kurta hasn't delivered yet.  Order# 406-3697494-1339549 https://t.co/EXyH0USOkp,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,order,"@214410 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to the public. ^AK 2/2",3
278868,@AmazonHelp hey I returned two books because I accidentally ordered but your system thinks it was your fault &amp; so isn’t issuing me a refund,payment_or_refund,payment_or_refund,1,ESCALATE,ESCALATE,1,1.0,refund,"@182504 When you say you returned, do you mean you cancelled the order? ^MC",3
384455,"@AmazonHelp @115851 after replying twice, I am receiving automatic messages now. Great. You guys are adding up my woes. https://t.co/P4CpYmFmmE",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@207033 I checked and we've received your revert. We will reach out to you shortly. Request your patience in the meantime. ^GK,3
324239,@AmazonHelp And yes already dropped in an email through Amazon app.. still no reply.,account_or_login,account_or_login,1,AUTO,AUTO,1,0.5,email,"@193238 Our team replies within 6 hours, Vineet. Has this time frame passed? ^HD",3
173475,@116875 quiero hacer una compra y ningún producto está disponible para entrega en CDMX :(,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@156611 ¡Hola, Valery! ¿Nos podrias indicar en cual de nuestros sitios web estas haciendo la compra? ^DS",3
126858,@AmazonHelp I just did it again let's see if you are able to solve it this time,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@144476 Thanks for submitting the details. We've received your details and we'll reach out to you soon. ^GK,3
309487,"Preciso muito que a @117086 libere uma promoção deverás supimpa do Kindle Paperwhite nos próximos meses
Nunca te pedi nada &lt;3",other_or_unclear,product_or_service,0,ESCALATE,AUTO,0,1.0,kindle,@189919 Sempre temos promoções inigualáveis aqui na Amazon Lolo.Fica de olho nas nossas redes sociais e no nosso site para novidades ^JJ,3
248685,@AmazonHelp it’s been hours and I still haven’t received my call from a “specialist” please help.,other_or_unclear,delivery_or_order,0,ESCALATE,AUTO,0,1.0,received,@175078 We're here to help! Have you received any e-mails from our account specialists? Be sure to check spam/junk folders. ^JE,3
210450,@AmazonHelp Can you please tell me why same product is tagged with 3 different prices at 3 different times..,product_or_service,product_or_service,1,AUTO,AUTO,1,1.0,product,"@165812 Also, different sellers do provide the same item at different prices. 2/2 ^EM",3
386164,"Amazon、5日に配達予定がまだ来ないよ・・・
発売日、忙しいからAmazon利用したのに、まだ来ないよ・・・",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@207426 お届け予定日を過ぎても未着の場合、状況をお調べしますのでURLよりお問い合わせください。Amazonが発送する場合：https://t.co/J6YEizo6qC 出品者が発送する場合：https://t.co/ZXCXcbN3Tv EK,3
395431,@AmazonHelp is there a problem setting up an Amazon Prime account tonight?,account_or_login,account_or_login,1,ESCALATE,ESCALATE,1,0.333,account,@209594 Thanks for reaching out to us! Could you please tell us a bit more about the issue you are having? We're here to help! ^KN,3
301049,"@AmazonHelp AMZCA with a track # TBC008655756009 

Help has been frustrating to come by. This driver had very specific instructions, ignored them 2X",delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,track,@187800 We'd like to look into this further with you. Please provide some additional details here: https://t.co/Iil6LN58mc ^TK,3
233104,"#Amazon_fraud It's total fraud with me by Amazon. I ordered Redmi 4 (64GB) on Oct 04, but I ws totally shocked when opned &amp; found a low end Chinese phone. lesson.@115850 @118341 @41607 @1560",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@171390 Sorry about that! Kindly connect with us here: https://t.co/vlvfJr4nN9 and we'll look into this for you. ^PB,3
86153,"@AmazonHelp Ich kenne diesen Feedback-Button &amp; er bringt nichts. Wozu braucht ihr Feedback zu eurer Kartonauswahl, wenn ich mit dem von euch ausgewählten Zustelldienst unzufrieden bin? Ich möchte wieder über DHL beliefert werden. Mehr nicht.",other_or_unclear,technical_issue,0,ESCALATE,ESCALATE,1,1.0,button,"@134805 Der Link führt direkt zum Kundenservice. So haben wir die Möglichkeit uns mit dem Dienstleister in Verbindung zu setzen und ggf. eine Beschwerde in die Wege zu leiten. Es ist natürlich auch in unserem Interesse, dass Lieferungen unversehrt bei dir ankommen. Gruß ^TA",3
144128,"@AmazonHelp Perdi a sua promoção da Brumas de Avalon :( se eu comprar, o estoque demora pra voltar? Pq o preço tá chuchu beleza ❤️",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@148584 Oi, todos os detalhes e novidades serão anunciados no site. Se você fizer o pedido, você receberá um e-mail com a data prevista de entrega assim que estiver disponível 😊. ^LG",3
83488,@AmazonHelp amazon.de,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@134343 Here you have all benefits listed for Amazon Prime on amazon.de: 

https://t.co/9UFB0KAA7D

We would be delighted to welcome you as a Prime Member. :) ^AM",3
138168,@AmazonHelp Then please tell me when I will be getting a partial refund for my prime membership. As I paid for next day delivery no matter what time of year???,delivery_or_order,delivery_or_order,1,ESCALATE,ESCALATE,1,0.333,delivery,@147123 I'm sorry for the inconvenience Danny. You can cancel your Prime membership and check if you are eligible for a partial refund here: https://t.co/xpAYpCSBKP.^MA,3
336146,@AmazonHelp no I don't. I called them,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@196048 What item was the code for? ^DO,3
277109,@AmazonHelp I don’t think so but I never check those emails and it still says on the item order by this time to receive in two days.,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.5,order,@182214 Is your default address on the product page different from your current shipping address? Tips: https://t.co/6bEsa6wzBS ^BH,3
270615,@AmazonHelp I've researched how to reset the remote via youtube &amp; nothing has worked. I just got the firestick in Aug; is it time for new batteries?,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@180539 We'd be happy to assist. Let's try some of these troubleshooting steps here: https://t.co/0lYViknJIt ^GG,3
142958,"Feel good having done most of my shopping early, but if Rafael van der Vaart is going cheap on Amazon at 10.30 tonight I'll be on it like Sonic.",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@148272 Getting the Christmas shopping done early 😁 I like it!!👌^CN,3
337412,So @115821 delivered my stuff today. It has been on my doorstep since 12:49. Anyone could take it. What an absolute joke. https://t.co/qAmS0nlFHy,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@196515 I'm sorry your delivery was left out. Who is the carrier? You can leave feedback with them for future deliveries. ^AM,3
281364,Ordered Echo Dot. Asked another invite for Echo :P. Can't wait till Nov. Bring it fast please @115850 :),product_or_service,product_or_service,1,AUTO,AUTO,1,1.0,echo,"@183037 for all Amazon customers, but I hope you get the chance to try out our device! (3/3) ^VM",3
226665,"Por favor @116928 dejad de enviar con @137605, cuando no llega tarde siendo prime llega ""atropellado"" https://t.co/Lg0Exf9wWG",product_or_service,product_or_service,1,AUTO,AUTO,1,1.0,prime,@170109 Sentimos lo sucedido. ¿Los productos presentan daños? ^JD,3
389651,@AmazonHelp Sii*-* es uno de mis favoritos😍,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@208235 ¡Espero que disfrutes mucho del videojuego! ¿Nos invitarías a una partida? :3 ^CR,3
281183,"@AmazonHelp Indeed,I have received and mail 
And they refuse to refund my money, even though I have proof of acknowledgement that I returned the product",payment_or_refund,payment_or_refund,1,ESCALATE,ESCALATE,1,0.5,money|refund,@176641 Sorry for the hassle. Please revert to the email you've received from us and we'll check this for you. ^HN,3
215184,@AmazonHelp Yes in the app I submitted all issue..that time answered me that resolve or reply with in 3 days.,technical_issue,technical_issue,1,ESCALATE,ESCALATE,1,1.0,app|issue,@167125 Thanks for confirming. Please wait till the requested time to receive an update regarding your concern. ^NR,3
183664,"#AmazonIndia 
Paid 100 extra for 1 day delivery
Got a call it was missed delivery
Non sense
Nobody contacted me",delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,delivery,@159189 I'm sorry for the inconvenience in delivering this order. Call us here: https://t.co/vlvfJr4nN9 &amp; we'll get this sorted. ^MJ,3
129240,@AmazonHelp had 23 things in my cart over the course of 2 months and it’s all gone....,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@145100 I'm sorry for any inconvenience! We'd like to look into this with you here: https://t.co/hApLpMlfHN. ^EZ,3
83397,@AmazonHelp Yes that is why I am reaching out to you,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@134323 In this case, it would be best for us to take another look at your orders to see what happened. When you have a moment, please call or chat with us here: https://t.co/hApLpMlfHN ^VF",3
254018,@AmazonHelp « En transit »,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@176381 Pourriez-vous nous indiquer le nom du transporteur ayant pris en charge votre livraison je vous prie ? 
^KE",3
246952,@AmazonHelp this was filled yesterday as well..tell me bere what details do u required,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@174664 via email. Kindly check for any correspondence from our side here: https://t.co/NTkrxpsbHJ and if need be revert to it. 2/2 ^AB,3
60237,"@AmazonHelp Cast to the firestick.
So can you tell me how im suppose to watch content on the tv?",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@129772 When you attempt to play Amazon Video on your Fire Stick what happens? Are you getting an error message? ^VS,3
343000,@AmazonHelp NOT MY DOOR MAT. NOT MY HOUSE. Where’s my package?!?! https://t.co/swuEHBYMXH,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,package|where,@125690 I'm sorry for any inconvenience! Please provide your details here: https://t.co/hFRI71RDmY and a member from my team will escalate the order to Amazon Logistics for review. Thanks in advance. ^EZ,3
27892,"@AmazonHelp ご丁寧にありがとうございます。
Amazonプライムを楽しむことにしましたのでよろしくお願い致します😊",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@116918 一部の商品では、コンビニ・ATM・ネットバンキング・電子マネー払いが選択できない場合がございます。詳細は、下記ご参照ください。https://t.co/VcRraQMtn0
なお、クレジットカード以外でのお支払いをご希望の場合は、Amazonギフト券のご利用をご検討くださいませ。TY",3
380739,"kann mir @amazonhelp verraten, warum turtles all the way down erst am 19.10. ausgeliefert wird? 😳",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@206310 Leider kann ich dir das ohne Einblick in deine Bestellung nicht sagen. Meld dich daher bitte: https://t.co/ZcZBuuUOgX ^TG,3
69838,"@AmazonHelp Hi there, still no response from anyone!",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@131814 Sorry to hear that, Julianne. Can I ask if you emailed us, or reached out by phone or Live Chat?^TI",3
93534,@AmazonHelp I would not like to reach you by phone. I have called 5-6 times in the last month and the CSR just reads from a script and blames the carrier.,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@136273 Could you please fill out some details here: https://t.co/R55eEQwSEs so that we can investigate this further for you, Eric?^PJ",3
294742,Obrigada @117086 https://t.co/W1bPpMcw8P,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@186210 Massa 🤗 Tomara que curta muito da leitura! Um abraço. ^LG,3
96767,@137120 really @115821? No box to put this in? Glad I get to see what my husband and daughter got me for Christmas. #surpriseruined https://t.co/UZneezyvN2,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@137119 I can certainly understand your disappointment, Natasha! This sounds like our Frustration-Free Packaging: https://t.co/zliBCZ4oaP. ^SD",3
351506,@199613 @AmazonHelp my shipment 60225594586 stuck at mohali from last two days. fake status update by bluedart. harrassing customers.dont want to deliver my parcel in my aread....very very big harassment...,delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,1.0,deliver|parcel|shipment|status,"@199614 We're sorry to know about the delivery issues, Pankaj. Did you happen to report this to us, here: https://t.co/vlvfJr4nN9? Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP",3
317261,"@AmazonHelp No haven’t received any emails, that’s the second time you have asked me that",other_or_unclear,delivery_or_order,0,ESCALATE,AUTO,0,1.0,received,@191712 Please use the following link so we can look further into this with you: https://t.co/aPsjE2eHpc ^DO,3
225257,Do u realise dat its illegal &amp; wrong that you charge 150 fr morning dlvry &amp; then don't deliver?missed mom's birthday gift bc of u @115850,delivery_or_order,delivery_or_order,1,ESCALATE,ESCALATE,1,0.5,deliver,@169809 Sorry about the bad experience. Kindly get in touch with us here: https://t.co/sZNLdf1mfp and we’ll be glad to help you. ^NS,3
283555,".@115821 
.@115850  To hell with you guys ! A no.1 thugs .a third grade shopping venture .",other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@183547 Could you please tell us if we've missed anything? ^HN,3
36572,@117086 Esse serviço de streaming de vcs tá baratíssimo hein. Pensando seriamente em assinar. Tem séries originais boas? Convençam-me!,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@123970 Olá Daniel, para ter mais informação sobre a assinatura, por favor acesse o seguinte link: https://t.co/wRMCMYTuig  ^AZ",3
205772,"@AmazonHelp Ah I see. I'll get on my pc later and try it. Guys, yall so helpful. Top lads. Let's just hope my issue is sorted.",technical_issue,technical_issue,1,ESCALATE,ESCALATE,1,1.0,issue,@164751 Feel free to let us know the outcome of the contact! ^GG,3
205068,@AmazonHelp I admit a nice rep of yours just called me. She recommended I give up &amp; take the refund. That's NOT encouraging me to shop with you again,payment_or_refund,payment_or_refund,1,ESCALATE,ESCALATE,1,1.0,refund,@164572 We'd like to take a further look into this. Please provide your order details and contact info here: https://t.co/srABrscmEK ^AG,3
283519,"@AmazonHelp You just replied to my query not solved it, still no sign of my order.
very careless customer service. pathetic.",delivery_or_order,delivery_or_order,1,AUTO,AUTO,1,0.5,order,@183541 Please share your details in the link provided and we'll get back to you at the earliest. ^HA,3
235169,@115850 How about surprising me with a firestick this deepawali ?,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,"@172004 Hi, why wait until Deepawali? When you can purchase it right now! Please check the link: https://t.co/6AGPOKtGoQ. :-) ^HN",3
264742,@AmazonHelp マーケットプレイスの商品でもなく、通常配送を選択しているのですがコンビニ支払いは出来ないのでしょうか？因みに数日前までは同一商品においてコンビニ支払いが可能でした‥。,other_or_unclear,other_or_unclear,1,ESCALATE,ESCALATE,1,0.0,,@115770 カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。ET,3
